央视,#genre#
CCTV1,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV1HD_7000&/PLTV/hls.smil.m3u8
CCTV2,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV2HD_7000&/PLTV/hls.smil.m3u8
CCTV3,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV3HD_7000&/PLTV/hls.smil.m3u8
CCTV4,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV4HD_7500&/PLTV/hls.smil.m3u8
CCTV5,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV5HD_7000&/PLTV/hls.smil.m3u8
CCTV5+,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV5plusHD_7000&/PLTV/hls.smil.m3u8
CCTV6,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV6HD_7000&/PLTV/hls.smil.m3u8
CCTV7,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV7HD_7000&/PLTV/hls.smil.m3u8
CCTV8,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV8HD_7000&/PLTV/hls.smil.m3u8
CCTV9,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV9HD_7000&/PLTV/hls.smil.m3u8
CCTV10,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV10HD_7000&/PLTV/hls.smil.m3u8
CCTV11,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV11HD_7500&/PLTV/hls.smil.m3u8
CCTV12,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV12HD_7000&/PLTV/hls.smil.m3u8
CCTV13,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV13HD_7500&/PLTV/hls.smil.m3u8
CCTV14,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV14HD_7000&/PLTV/hls.smil.m3u8
CCTV15,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV15HD_7500&/PLTV/hls.smil.m3u8
CCTV16,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=1617_4500&/PLTV/hls.smil.m3u8
CCTV16,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=1617_1500&/PLTV/hls.smil.m3u8
CCTV17,http://wvwvw.qwl1965.top:8890/广东谷豆/gudousy.php?id=CCTV17HD_7500&/PLTV/hls.smil.m3u8
CCTV1,http://117.169.121.162:6610/PLTV/88888910/224/3221225618/index.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225918/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225642/index.m3u8
CCTV1,http://39.135.138.59:18890/TVOD/88888910/224/3221225630/index.m3u8
CCTV1,http://39.135.138.60:18890/PLTV/88888910/224/3221225618/index.m3u8
CCTV1,http://39.135.138.59:18890/PLTV/88888910/224/3221225642/index.m3u8
CCTV1,http://39.134.115.163:8080/PLTV/88888910/224/3221225618/index.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8
CCTV1,http://39.134.32.108:6610/270000001111/1110000301/index.m3u8?IASHttpSessionId=OTT
CCTV2,http://39.134.32.103:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://39.135.138.58:18890/PLTV/88888888/224/3221225643/index.m3u8?
CCTV2,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://39.134.32.108:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT
CCTV2,http://117.169.121.162:6610/PLTV/88888910/224/3221225619/index.m3u8
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225647/index.m3u8
CCTV3,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://117.169.121.162:6610/PLTV/88888910/224/3221225647/index.m3u8
CCTV4,http://183.207.248.15/PLTV/3/224/3221225534/index.m3u8
CCTV4,http://183.196.25.171:808/hls/4/index.m3u8
CCTV4,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8
CCTV4,http://117.169.120.140:8080/live/cctv-4/.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://182.151.211.171:808/hls/4/index.m3u8
CCTV5,http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8
